Course Code,Title,Units,Description,Prerequisites,Learning Activities,Grade Mode,General Education
ECS 199FA,Student Facilitated Course Development,1,Learning Activities:Variable 1-4 hour(s).Grade Mode:Pass/No Pass only.,,Variable 1-4 hour(s),Pass/No Pass only,
ECS 199FB,Student Facilitated Teaching,1,Learning Activities:Variable 1-4 hour(s).Grade Mode:Pass/No Pass only.,ECS 199FA; consent of instructor,Variable 1-4 hour(s),Pass/No Pass only,
ECS 201A,Advanced Computer Architecture,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Ph.D. students in Computer Science only and Pass Two open to graduate students in Computer Science only.Credit Limitation(s):One unit of credit if student has previously takenECS 154Bafter Fall 2019.Grade Mode:Letter.",ECS 154AorEEC 170,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,
ECS 201B,High-Performance Uniprocessing,4,"Learning Activities:Lecture 3 hour(s), Term Paper.Enrollment Restriction(s):Open to Graduate Students in Computer Science only.Credit Limitation(s):Not open for credit to students who have completed ECS 250B.Grade Mode:Letter.",ECS 201A,"Lecture 3 hour(s), Term Paper",Letter,
ECS 201C,Parallel Architectures,4,"Learning Activities:Lecture 3 hour(s), Project.Enrollment Restriction(s):Pass One open to Ph.D. students in Computer Science only and Pass Two open to graduate students in Computer Science only.Credit Limitation(s):Not open for credit to students who have completed ECS 250C.Grade Mode:Letter.",ECS 201A,"Lecture 3 hour(s), Project",Letter,
ECS 203,Novel Computing Technologies,4,"Learning Activities:Lecture 3 hour(s), Project 1 hour(s).Enrollment Restriction(s):Open to Graduate Students in Computer Science only.Grade Mode:Letter.",ECS 201A,"Lecture 3 hour(s), Project 1 hour(s)",Letter,
ECS 220,Theory of Computation,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Ph.D. students in Computer Science only and Pass Two open to graduate students in Computer Science only.Grade Mode:Letter.",ECS 120;ECS 122A,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,
ECS 221,Computational Methods in Systems & Synthetic Biology,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Open to Graduate Students in Computer Science only.Grade Mode:Letter.",,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,
ECS 222A,Design & Analysis of Algorithms,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to PhD students in Computer Science only and Pass Two open to graduate students in Computer Science only.Grade Mode:Letter.",ECS 122A; STA 031A recommended,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,
ECS 222B,Advanced Design & Analysis of Algorithms,4,"Learning Activities:Lecture 3 hour(s), Project 1 hour(s).Enrollment Restriction(s):Open to Graduate Students in Computer Science only.Grade Mode:Letter.",ECS 222A,"Lecture 3 hour(s), Project 1 hour(s)",Letter,
ECS 223,Parallel Algorithms,4,"Learning Activities:Discussion/Laboratory 3 hour(s), Project 1 hour(s).Enrollment Restriction(s):Open to Graduate Students in Computer Science only.Grade Mode:Letter.",ECS 222A,"Discussion/Laboratory 3 hour(s), Project 1 hour(s)",Letter,
ECS 224,String Algorithms & Applications in Computational Biology,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Open to Graduate Students in Computer Science only.Grade Mode:Letter.",ECS 122A,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,
ECS 225,Graph Theory,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Open to Graduate Students in Computer Science only.Grade Mode:Letter.",graduate standing in electrical engineering or computer science or consent of instructor,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,
ECS 226,Computational Geometry,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Open to Graduate Students in Computer Science only.Grade Mode:Letter.",ECS 175;ECS 222A,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,
ECS 227,Modern Cryptography,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Open to Graduate Students in Computer Science only.Grade Mode:Letter.",ECS 220orECS 222A,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,
